    1.0000000000E-03
    1.0000000000E-02
    1.0000000000E+01
     10000
    1.0000000000E-04    4.7078524410E-01    1.1696793989E-01    6.1144618432E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    3.0938696544E-01    3.0349904817E-01    8.9936303694E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    5.9658845379E-01    2.8248607294E-02    3.7535509572E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    4.2222984335E-01    3.7397827768E-01    2.5053697618E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    3.4924230394E-01    4.8801581045E-01    7.5667829177E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    6.4364883532E-01    4.5904864511E-01    2.9419229450E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    9.4600755192E-02    3.6806413491E-01    1.9473579829E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    2.3729842294E-01    5.3104699852E-01    7.0601339659E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    7.2322690924E-01    7.5541409715E-02    6.6565555593E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    7.3404222199E-01    2.0835400515E-01    3.1482473574E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    3.5605822562E-02    9.9896481041E-02    8.9522246309E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    1.8547612593E-02    2.8861731008E-01    1.7971402006E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    3.7550873921E-01    1.5341827564E-01    2.1129873444E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    7.7968960919E-01    2.6620076941E-01    1.3396462402E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    4.5522580878E-01    5.1867645319E-01    3.0971817837E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    5.2710674639E-01    5.9707102746E-03    6.7444436026E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    1.4811204572E-01    4.7814598546E-01    4.1895654692E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    1.4061925955E-01    2.3324353749E-01    5.5184119776E-03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    8.3345047647E-01    1.4266895897E-01    4.6255982902E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    8.7994833579E-01    3.2975089948E-01    1.7893901046E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    6.4904060204E-01    5.6806875170E-01    4.4151296481E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    1.5583883513E-01    2.8934285437E-01    3.0404979245E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    1.9971348611E-02    5.5304804376E-02    2.0223637585E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    4.3918449272E-02    7.2188437202E-01    3.9722585793E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    9.8764311212E-02    8.9087449172E-01    4.2867625736E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    3.1536558774E-01    2.6321282823E-01    3.4622740190E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    8.3119374199E-01    3.6815942905E-01    4.0742355694E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    5.3768440196E-01    6.3496679829E-01    1.9990305800E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    2.2383785896E-01    6.8440514536E-01    4.8240108068E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    6.2869912421E-01    3.1343466957E-01    1.3460036110E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    4.2413492368E-01    5.9445060923E-02    1.1005185003E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    3.5439374039E-01    1.3410847188E-01    2.6512116722E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    4.5614708135E-01    7.5863939587E-01    2.5350476375E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    3.9481814099E-01    5.6748556803E-01    1.9654799354E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    3.8121890142E-01    8.0182805084E-01    2.3837175502E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    2.4858337716E-02    1.6496797512E-01    8.0445050295E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    4.6098551518E-01    1.3078366986E-01    2.9524229064E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    2.2493876245E-02    1.4892088284E-01    8.7738039589E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    1.6124575743E-01    5.4742316559E-01    5.2132102643E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    1.0936608158E-01    5.0599670297E-01    1.3664785338E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    4.4455814512E-01    4.4046674272E-01    1.6258740043E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    2.2215126337E-01    6.4594088085E-02    3.0229804481E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    7.7161067091E-01    1.1540037699E-01    5.1365350647E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    3.8550377346E-01    3.6895315321E-01    6.7976076827E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    7.6455256422E-01    9.9789054292E-02    4.6419515021E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    6.1486779366E-03    7.5063975828E-01    4.8692281146E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    5.5767567836E-01    4.2408467299E-01    1.7042958187E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    7.2817558894E-01    1.6356700220E-01    9.4013326837E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    8.0114114810E-01    3.4609854641E-01    1.8690751786E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    7.5636715848E-01    2.6089535326E-01    2.7258915227E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    8.9337887044E-02    4.6000501545E-01    2.8630214248E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    3.1830422266E-01    6.4046762522E-01    5.1631726971E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    3.3944450131E-01    6.0528762568E-01    6.4581153067E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    4.4445126538E-02    9.7556265347E-02    7.1726652103E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    6.6830919070E-01    6.0069250512E-01    7.6492953610E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-04    8.7770548479E-01    1.3991552490E-01    3.1102858491E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
